subject,predicate,name_predicate,value_predicate,object
default of credit card clients_x8,propertyValue,,1.1971375,std
default of credit card clients_x8,propertyValue,,0.8419625000000001,skewness
default of credit card clients_x8,propertyValue,,2.0995625,kurtosis
default of credit card clients_x8,propertyValue,,0.0,mad
default of credit card clients_x8,propertyValue,,1.0,iqr
default of credit card clients_x8,propertyValue,,0.0022624999999999,p_min
default of credit card clients_x8,propertyValue,,0.7767125,p_max
default of credit card clients_x8,propertyValue,,0.0262375,k_min
default of credit card clients_x8,propertyValue,,0.7651249999999999,k_max
default of credit card clients_x8,propertyValue,,0.0360375,s_min
default of credit card clients_x8,propertyValue,,0.8008000000000001,s_max
default of credit card clients_x8,propertyValue,,1.265925,entropy
default of credit card clients_x8,propertyValue,,0.907625,density
default of credit card clients_x8,propertyValue,,30000.0,n_tuples
default of credit card clients_x8,propertyValue,,0.1998375,missing_perc
default of credit card clients_x8,propertyValue,,0.0005,uniqueness
default of credit card clients_x8,propertyValue,,-2.0,min
default of credit card clients_x8,propertyValue,,8.0,max
default of credit card clients_x8,propertyValue,,-0.1659875,mean
default of credit card clients_x8,propertyValue,,0.0,median
default of credit card clients_x8,propertyValue,,1.1960375,std
default of credit card clients_x8,propertyValue,,0.8368875,skewness
default of credit card clients_x8,propertyValue,,2.07655,kurtosis
default of credit card clients_x8,propertyValue,,0.0,mad
default of credit card clients_x8,propertyValue,,1.0,iqr
default of credit card clients_x8,propertyValue,,0.0015875,p_min
default of credit card clients_x8,propertyValue,,0.77685,p_max
default of credit card clients_x8,propertyValue,,0.0277125,k_min
default of credit card clients_x8,propertyValue,,0.7654,k_max
default of credit card clients_x8,propertyValue,,0.0378499999999999,s_min
default of credit card clients_x8,propertyValue,,0.8012000000000001,s_max
default of credit card clients_x8,propertyValue,,1.2644875,entropy
default of credit card clients_x8,propertyValue,,0.9068,density
default of credit card clients_x8,propertyValue,,30000.0,n_tuples
default of credit card clients_x8,propertyValue,,0.1504625,missing_perc
default of credit card clients_x8,propertyValue,,0.0004,uniqueness
default of credit card clients_x8,propertyValue,,-2.0,min
default of credit card clients_x8,propertyValue,,8.0,max
default of credit card clients_x8,propertyValue,,-0.1683374999999999,mean
default of credit card clients_x8,propertyValue,,0.0,median
default of credit card clients_x8,propertyValue,,1.1958875,std
default of credit card clients_x8,propertyValue,,0.8389125000000001,skewness
default of credit card clients_x8,propertyValue,,2.0814000000000004,kurtosis
default of credit card clients_x8,propertyValue,,0.0,mad
default of credit card clients_x8,propertyValue,,1.0,iqr
default of credit card clients_x8,propertyValue,,0.00195,p_min
default of credit card clients_x8,propertyValue,,0.7777875,p_max
default of credit card clients_x8,propertyValue,,0.0290875,k_min
default of credit card clients_x8,propertyValue,,0.7666875,k_max
default of credit card clients_x8,propertyValue,,0.0396625,s_min
default of credit card clients_x8,propertyValue,,0.8021625,s_max
default of credit card clients_x8,propertyValue,,1.2651375,entropy
default of credit card clients_x8,propertyValue,,0.9076,density
default of credit card clients_x8,propertyValue,,30000.0,n_tuples
default of credit card clients_x8,propertyValue,,0.098675,missing_perc
default of credit card clients_x8,propertyValue,,0.0004,uniqueness
default of credit card clients_x8,propertyValue,,-2.0,min
default of credit card clients_x8,propertyValue,,8.0,max
default of credit card clients_x8,propertyValue,,-0.166,mean
default of credit card clients_x8,propertyValue,,0.0,median
default of credit card clients_x8,propertyValue,,1.1966375,std
default of credit card clients_x8,propertyValue,,0.8404749999999999,skewness
default of credit card clients_x8,propertyValue,,2.0891125,kurtosis
default of credit card clients_x8,propertyValue,,0.0,mad
default of credit card clients_x8,propertyValue,,1.0,iqr
default of credit card clients_x8,propertyValue,,0.0012624999999999,p_min
default of credit card clients_x8,propertyValue,,0.777475,p_max
default of credit card clients_x8,propertyValue,,0.02815,k_min
default of credit card clients_x8,propertyValue,,0.7658375,k_max
default of credit card clients_x8,propertyValue,,0.038275,s_min
default of credit card clients_x8,propertyValue,,0.801425,s_max
default of credit card clients_x8,propertyValue,,1.2651125,entropy
default of credit card clients_x8,propertyValue,,0.9069375,density
default of credit card clients_x8,propertyValue,,30000.0,n_tuples
default of credit card clients_x8,propertyValue,,0.0500125,missing_perc
default of credit card clients_x8,propertyValue,,0.0004,uniqueness
default of credit card clients_x8,propertyValue,,-2.0,min
default of credit card clients_x8,propertyValue,,8.0,max
default of credit card clients_x8,propertyValue,,-0.1662,mean
default of credit card clients_x8,propertyValue,,0.0,median
default of credit card clients_x8,propertyValue,,1.1971625,std
default of credit card clients_x8,propertyValue,,0.8449374999999999,skewness
default of credit card clients_x8,propertyValue,,2.1113625,kurtosis
default of credit card clients_x8,propertyValue,,0.0,mad
default of credit card clients_x8,propertyValue,,1.0,iqr
default of credit card clients_x8,propertyValue,,0.0018125,p_min
default of credit card clients_x8,propertyValue,,0.77765,p_max
default of credit card clients_x8,propertyValue,,0.02705,k_min
default of credit card clients_x8,propertyValue,,0.7656499999999999,k_max
default of credit card clients_x8,propertyValue,,0.036925,s_min
default of credit card clients_x8,propertyValue,,0.8011874999999999,s_max
default of credit card clients_x8,propertyValue,,1.2654625,entropy
default of credit card clients_x8,propertyValue,,0.9068625,density
default of credit card clients_x9,propertyValue,,30000.0,n_tuples
default of credit card clients_x9,propertyValue,,0.5007625,missing_perc
default of credit card clients_x9,propertyValue,,0.0007,uniqueness
default of credit card clients_x9,propertyValue,,-2.0,min
default of credit card clients_x9,propertyValue,,8.0,max
default of credit card clients_x9,propertyValue,,-0.221825,mean
default of credit card clients_x9,propertyValue,,0.0,median
default of credit card clients_x9,propertyValue,,1.1642,std
default of credit card clients_x9,propertyValue,,0.99325,skewness
default of credit card clients_x9,propertyValue,,3.5103625000000003,kurtosis
default of credit card clients_x9,propertyValue,,0.0,mad
default of credit card clients_x9,propertyValue,,1.0,iqr
default of credit card clients_x9,propertyValue,,0.0032124999999999,p_min
default of credit card clients_x9,propertyValue,,0.8184374999999999,p_max
default of credit card clients_x9,propertyValue,,0.0514125,k_min
default of credit card clients_x9,propertyValue,,0.7872125,k_max
default of credit card clients_x9,propertyValue,,0.070875,s_min
default of credit card clients_x9,propertyValue,,0.820425,s_max
default of credit card clients_x9,propertyValue,,1.2250375,entropy
default of credit card clients_x9,propertyValue,,0.9839125,density
default of credit card clients_x9,propertyValue,,30000.0,n_tuples
default of credit card clients_x9,propertyValue,,0.4495125,missing_perc
default of credit card clients_x9,propertyValue,,0.0006625,uniqueness
default of credit card clients_x9,propertyValue,,-2.0,min
default of credit card clients_x9,propertyValue,,7.75,max
default of credit card clients_x9,propertyValue,,-0.222475,mean
default of credit card clients_x9,propertyValue,,0.0,median
default of credit card clients_x9,propertyValue,,1.1678625000000002,std
default of credit card clients_x9,propertyValue,,0.998575,skewness
default of credit card clients_x9,propertyValue,,3.48295,kurtosis
default of credit card clients_x9,propertyValue,,0.0,mad
default of credit card clients_x9,propertyValue,,1.0,iqr
default of credit card clients_x9,propertyValue,,0.004075,p_min
default of credit card clients_x9,propertyValue,,0.82145,p_max
default of credit card clients_x9,propertyValue,,0.0506875,k_min
default of credit card clients_x9,propertyValue,,0.789975,k_max
default of credit card clients_x9,propertyValue,,0.0700499999999999,s_min
default of credit card clients_x9,propertyValue,,0.823275,s_max
default of credit card clients_x9,propertyValue,,1.228825,entropy
default of credit card clients_x9,propertyValue,,0.983975,density
default of credit card clients_x9,propertyValue,,30000.0,n_tuples
default of credit card clients_x9,propertyValue,,0.3990125,missing_perc
default of credit card clients_x9,propertyValue,,0.0006,uniqueness
default of credit card clients_x9,propertyValue,,-2.0,min
default of credit card clients_x9,propertyValue,,7.875,max
default of credit card clients_x9,propertyValue,,-0.2223625,mean
default of credit card clients_x9,propertyValue,,0.0,median
default of credit card clients_x9,propertyValue,,1.1685125,std
default of credit card clients_x9,propertyValue,,1.0032,skewness
default of credit card clients_x9,propertyValue,,3.510875,kurtosis
default of credit card clients_x9,propertyValue,,0.0,mad
default of credit card clients_x9,propertyValue,,1.0,iqr
default of credit card clients_x9,propertyValue,,0.002875,p_min
default of credit card clients_x9,propertyValue,,0.819225,p_max
default of credit card clients_x9,propertyValue,,0.05045,k_min
default of credit card clients_x9,propertyValue,,0.787825,k_max
default of credit card clients_x9,propertyValue,,0.07005,s_min
default of credit card clients_x9,propertyValue,,0.8212750000000001,s_max
default of credit card clients_x9,propertyValue,,1.229325,entropy
default of credit card clients_x9,propertyValue,,0.95865,density
default of credit card clients_x9,propertyValue,,30000.0,n_tuples
default of credit card clients_x9,propertyValue,,0.35,missing_perc
default of credit card clients_x9,propertyValue,,0.0005874999999999,uniqueness
default of credit card clients_x9,propertyValue,,-2.0,min
default of credit card clients_x9,propertyValue,,7.875,max
default of credit card clients_x9,propertyValue,,-0.2175375,mean
default of credit card clients_x9,propertyValue,,0.0,median
default of credit card clients_x9,propertyValue,,1.171125,std
default of credit card clients_x9,propertyValue,,1.0089125,skewness
default of credit card clients_x9,propertyValue,,3.5489125,kurtosis
default of credit card clients_x9,propertyValue,,0.0,mad
default of credit card clients_x9,propertyValue,,1.0,iqr
default of credit card clients_x9,propertyValue,,0.00185,p_min
default of credit card clients_x9,propertyValue,,0.8201125,p_max
default of credit card clients_x9,propertyValue,,0.0490125,k_min
default of credit card clients_x9,propertyValue,,0.7888249999999999,k_max
default of credit card clients_x9,propertyValue,,0.067825,s_min
default of credit card clients_x9,propertyValue,,0.822025,s_max
default of credit card clients_x9,propertyValue,,1.2292375,entropy
default of credit card clients_x9,propertyValue,,0.93365,density
default of credit card clients_x9,propertyValue,,30000.0,n_tuples
default of credit card clients_x9,propertyValue,,0.2987625,missing_perc
default of credit card clients_x9,propertyValue,,0.0005,uniqueness
default of credit card clients_x9,propertyValue,,-2.0,min
default of credit card clients_x9,propertyValue,,8.0,max
default of credit card clients_x9,propertyValue,,-0.2189625,mean
default of credit card clients_x9,propertyValue,,0.0,median
default of credit card clients_x9,propertyValue,,1.1702875,std
default of credit card clients_x9,propertyValue,,1.00045,skewness
default of credit card clients_x9,propertyValue,,3.4898125,kurtosis
default of credit card clients_x9,propertyValue,,0.0,mad
default of credit card clients_x9,propertyValue,,1.0,iqr
